,ID,Gender,Age,RT,BOT,PR,BR,Social_Rep,Prog_Beh,Score,A_rating,B_rating,C_rating,D_rating
0,38,male,22,2.26342442723,D,yes,Cooperate,High,Good,100.0,2.5,3.0,1.0,2.5
1,38,male,22,1.44929108514,C,no,none,Low,Bad,100.0,2.5,3.0,1.0,2.5
2,38,male,22,1.35886056331,C,no,none,Low,Bad,100.0,2.5,3.0,1.0,2.5
3,38,male,22,1.11114116099,D,yes,Cooperate,High,Good,200.0,2.5,3.0,1.0,2.5
4,38,male,22,1.2058829567,C,no,none,Low,Bad,200.0,2.5,3.0,1.0,2.5
5,38,male,22,1.12001927526,A,yes,Cooperate,High,Bad,300.0,2.5,3.0,1.0,2.5
6,38,male,22,1.04075105768,D,yes,Cooperate,High,Good,400.0,2.5,3.0,1.0,2.5
7,38,male,22,1.24065693939,B,no,none,Low,Good,400.0,2.5,3.0,1.0,2.5
8,38,male,22,0.946850373497,A,yes,Cooperate,High,Bad,500.0,2.5,3.0,1.0,2.5
9,38,male,22,1.46090909837,B,no,none,Low,Good,500.0,2.5,3.0,1.0,2.5
10,38,male,22,1.09388374904,C,no,none,Low,Bad,500.0,2.5,3.0,1.0,2.5
11,38,male,22,1.0881442791,A,yes,Cooperate,High,Bad,600.0,2.5,3.0,1.0,2.5
12,38,male,22,2.567301238,B,no,none,Low,Good,600.0,2.5,3.0,1.0,2.5
13,38,male,22,1.12227831913,C,no,none,Low,Bad,600.0,2.5,3.0,1.0,2.5
14,38,male,22,1.38973741309,C,no,none,Low,Bad,600.0,2.5,3.0,1.0,2.5
15,38,male,22,1.15915379768,D,yes,Defect,High,Good,550.0,2.5,3.0,1.0,2.5
16,38,male,22,1.9961085121,B,no,none,Low,Good,550.0,2.5,3.0,1.0,2.5
17,38,male,22,2.72050823869,A,yes,Defect,High,Bad,500.0,2.5,3.0,1.0,2.5
18,38,male,22,3.58034744731,D,yes,Defect,High,Good,450.0,2.5,3.0,1.0,2.5
19,38,male,22,1.12604151058,C,yes,Cooperate,Low,Bad,550.0,2.5,3.0,1.0,2.5
20,38,male,22,2.69153120271,D,no,none,High,Good,550.0,2.5,3.0,1.0,2.5
21,38,male,22,1.29793257971,A,yes,Defect,High,Bad,500.0,2.5,3.0,1.0,2.5
22,38,male,22,1.02232563487,B,yes,Cooperate,Low,Good,600.0,2.5,3.0,1.0,2.5
23,38,male,22,1.35352907608,D,no,none,High,Good,600.0,2.5,3.0,1.0,2.5
24,38,male,22,1.13731107066,D,no,none,High,Good,600.0,2.5,3.0,1.0,2.5
