,ID,Gender,Age,RT,BOT,PR,BR,Social_Rep,Prog_Beh,Score,A_rating,B_rating,C_rating,D_rating
0,24,female,21,14.1076321602,A,yes,Defect,High,Bad,-50.0,3.0,1.7,2.8,2.0
1,24,female,21,5.86445188522,A,no,none,High,Bad,-50.0,3.0,1.7,2.8,2.0
2,24,female,21,3.61768221855,A,yes,Defect,High,Bad,-100.0,3.0,1.7,2.8,2.0
3,24,female,21,1.05450701714,A,no,none,High,Bad,-100.0,3.0,1.7,2.8,2.0
4,24,female,21,2.36007189751,C,yes,Defect,Low,Bad,-150.0,3.0,1.7,2.8,2.0
5,24,female,21,1.63646793365,C,yes,Defect,Low,Bad,-200.0,3.0,1.7,2.8,2.0
6,24,female,21,1.57910394669,B,no,none,Low,Good,-200.0,3.0,1.7,2.8,2.0
7,24,female,21,2.27512907982,C,yes,Cooperate,Low,Bad,-100.0,3.0,1.7,2.8,2.0
8,24,female,21,1.12426400185,B,yes,Defect,Low,Good,-150.0,3.0,1.7,2.8,2.0
9,24,female,21,1.64103984833,C,yes,Cooperate,Low,Bad,-50.0,3.0,1.7,2.8,2.0
10,24,female,21,1.45119786263,D,yes,Cooperate,High,Good,50.0,3.0,1.7,2.8,2.0
11,24,female,21,2.10427284241,A,yes,Defect,High,Bad,0.0,3.0,1.7,2.8,2.0
12,24,female,21,1.33091187477,A,yes,Defect,High,Bad,-50.0,3.0,1.7,2.8,2.0
13,24,female,21,1.16472792625,C,yes,Defect,Low,Bad,-100.0,3.0,1.7,2.8,2.0
14,24,female,21,0.59539103508,B,no,none,Low,Good,-100.0,3.0,1.7,2.8,2.0
15,24,female,21,0.81577706337,C,yes,Cooperate,Low,Bad,0.0,3.0,1.7,2.8,2.0
16,24,female,21,1.21094799042,D,yes,Cooperate,High,Good,100.0,3.0,1.7,2.8,2.0
17,24,female,21,0.973269939423,B,yes,Cooperate,Low,Good,200.0,3.0,1.7,2.8,2.0
18,24,female,21,0.926087856293,B,no,none,Low,Good,200.0,3.0,1.7,2.8,2.0
19,24,female,21,2.55364108086,C,yes,Defect,Low,Bad,150.0,3.0,1.7,2.8,2.0
20,24,female,21,2.78424620628,C,yes,Defect,Low,Bad,100.0,3.0,1.7,2.8,2.0
21,24,female,21,0.714092969894,D,no,none,High,Good,100.0,3.0,1.7,2.8,2.0
22,24,female,21,0.733412027359,A,yes,Defect,High,Bad,50.0,3.0,1.7,2.8,2.0
23,24,female,21,0.326037883759,A,yes,Defect,High,Bad,0.0,3.0,1.7,2.8,2.0
24,24,female,21,0.235589027405,D,yes,Cooperate,High,Good,100.0,3.0,1.7,2.8,2.0
25,24,female,21,0.364358901978,C,yes,Defect,Low,Bad,50.0,3.0,1.7,2.8,2.0
26,24,female,21,0.275161981583,C,yes,Defect,Low,Bad,0.0,3.0,1.7,2.8,2.0
27,24,female,21,1.15956711769,A,yes,Cooperate,High,Bad,100.0,3.0,1.7,2.8,2.0
28,24,female,21,1.21756887436,C,no,none,Low,Bad,100.0,3.0,1.7,2.8,2.0
29,24,female,21,0.306895971298,A,yes,Cooperate,High,Bad,200.0,3.0,1.7,2.8,2.0
30,24,female,21,0.888993024826,B,yes,Defect,Low,Good,150.0,3.0,1.7,2.8,2.0
31,24,female,21,0.256582975388,C,no,none,Low,Bad,150.0,3.0,1.7,2.8,2.0
32,24,female,21,0.364662885666,C,no,none,Low,Bad,150.0,3.0,1.7,2.8,2.0
33,24,female,21,0.518079996109,A,yes,Cooperate,High,Bad,250.0,3.0,1.7,2.8,2.0
34,24,female,21,0.819553852081,A,yes,Defect,High,Bad,200.0,3.0,1.7,2.8,2.0
35,24,female,21,0.541655063629,B,yes,Cooperate,Low,Good,300.0,3.0,1.7,2.8,2.0
36,24,female,21,0.425184965134,D,no,none,High,Good,300.0,3.0,1.7,2.8,2.0
