,ID,Gender,Age,RT,BOT,PR,BR,Social_Rep,Prog_Beh,Score,A_rating,B_rating,C_rating,D_rating
0,17,female,24,2.99725650873,D,yes,Cooperate,High,Good,100.0,1.4,2.5,2.9,3.9
1,17,female,24,1.62924481631,A,yes,Defect,High,Bad,50.0,1.4,2.5,2.9,3.9
2,17,female,24,1.615751109,D,yes,Defect,High,Good,0.0,1.4,2.5,2.9,3.9
3,17,female,24,1.24179056682,A,yes,Defect,High,Bad,-50.0,1.4,2.5,2.9,3.9
4,17,female,24,1.41432773687,B,no,none,Low,Good,-50.0,1.4,2.5,2.9,3.9
5,17,female,24,1.23037988065,A,yes,Defect,High,Bad,-100.0,1.4,2.5,2.9,3.9
6,17,female,24,1.21340523408,B,yes,Defect,Low,Good,-150.0,1.4,2.5,2.9,3.9
7,17,female,24,2.21859456885,B,yes,Cooperate,Low,Good,-50.0,1.4,2.5,2.9,3.9
8,17,female,24,1.351371643,A,no,none,High,Bad,-50.0,1.4,2.5,2.9,3.9
9,17,female,24,1.00484447391,A,no,none,High,Bad,-50.0,1.4,2.5,2.9,3.9
10,17,female,24,0.620799317669,A,no,none,High,Bad,-50.0,1.4,2.5,2.9,3.9
11,17,female,24,0.721302650298,A,no,none,High,Bad,-50.0,1.4,2.5,2.9,3.9
12,17,female,24,1.48745619959,B,yes,Cooperate,Low,Good,50.0,1.4,2.5,2.9,3.9
13,17,female,24,1.6183231962,D,yes,Cooperate,High,Good,150.0,1.4,2.5,2.9,3.9
14,17,female,24,2.46080184254,B,yes,Cooperate,Low,Good,250.0,1.4,2.5,2.9,3.9
15,17,female,24,0.65884485983,B,yes,Defect,Low,Good,200.0,1.4,2.5,2.9,3.9
16,17,female,24,0.547298282061,B,yes,Defect,Low,Good,150.0,1.4,2.5,2.9,3.9
17,17,female,24,0.623175881086,B,yes,Defect,Low,Good,100.0,1.4,2.5,2.9,3.9
18,17,female,24,0.807402397193,D,yes,Defect,High,Good,50.0,1.4,2.5,2.9,3.9
19,17,female,24,2.40141341632,C,yes,Defect,Low,Bad,0.0,1.4,2.5,2.9,3.9
20,17,female,24,0.899145648287,A,no,none,High,Bad,0.0,1.4,2.5,2.9,3.9
21,17,female,24,0.862141873295,C,no,none,Low,Bad,0.0,1.4,2.5,2.9,3.9
22,17,female,24,1.06176498964,D,no,none,High,Good,0.0,1.4,2.5,2.9,3.9
23,17,female,24,1.03911810047,B,no,none,Low,Good,0.0,1.4,2.5,2.9,3.9
24,17,female,24,0.723825471672,C,yes,Defect,Low,Bad,-50.0,1.4,2.5,2.9,3.9
25,17,female,24,0.637546622929,C,yes,Defect,Low,Bad,-100.0,1.4,2.5,2.9,3.9
26,17,female,24,1.4893164981,A,no,none,High,Bad,-100.0,1.4,2.5,2.9,3.9
27,17,female,24,0.529847399073,A,yes,Defect,High,Bad,-150.0,1.4,2.5,2.9,3.9
28,17,female,24,0.911418999782,D,yes,Cooperate,High,Good,-50.0,1.4,2.5,2.9,3.9
29,17,female,24,0.986359008362,A,no,none,High,Bad,-50.0,1.4,2.5,2.9,3.9
30,17,female,24,0.755942691518,A,no,none,High,Bad,-50.0,1.4,2.5,2.9,3.9
31,17,female,24,0.733510314007,C,yes,Cooperate,Low,Bad,50.0,1.4,2.5,2.9,3.9
32,17,female,24,0.704278224708,C,yes,Defect,Low,Bad,0.0,1.4,2.5,2.9,3.9
33,17,female,24,1.27570137103,B,yes,Cooperate,Low,Good,100.0,1.4,2.5,2.9,3.9
34,17,female,24,0.7837014244,A,no,none,High,Bad,100.0,1.4,2.5,2.9,3.9
35,17,female,24,0.592760898526,A,no,none,High,Bad,100.0,1.4,2.5,2.9,3.9
36,17,female,24,0.793650044237,B,yes,Cooperate,Low,Good,200.0,1.4,2.5,2.9,3.9
37,17,female,24,0.672379622007,C,yes,Defect,Low,Bad,150.0,1.4,2.5,2.9,3.9
38,17,female,24,1.74032285545,D,yes,Cooperate,High,Good,250.0,1.4,2.5,2.9,3.9
39,17,female,24,0.617488242911,D,yes,Cooperate,High,Good,350.0,1.4,2.5,2.9,3.9
40,17,female,24,0.580989442744,D,yes,Defect,High,Good,300.0,1.4,2.5,2.9,3.9
41,17,female,24,3.14474405372,C,yes,Defect,Low,Bad,250.0,1.4,2.5,2.9,3.9
42,17,female,24,0.731213294384,A,no,none,High,Bad,250.0,1.4,2.5,2.9,3.9
43,17,female,24,0.530824504825,D,yes,Cooperate,High,Good,350.0,1.4,2.5,2.9,3.9
44,17,female,24,0.515634205269,C,yes,Defect,Low,Bad,300.0,1.4,2.5,2.9,3.9
45,17,female,24,0.893362557556,A,no,none,High,Bad,300.0,1.4,2.5,2.9,3.9
46,17,female,24,0.911928080088,B,yes,Cooperate,Low,Good,400.0,1.4,2.5,2.9,3.9
47,17,female,24,0.606226380623,D,yes,Defect,High,Good,350.0,1.4,2.5,2.9,3.9
48,17,female,24,0.799039008281,C,no,none,Low,Bad,350.0,1.4,2.5,2.9,3.9
49,17,female,24,0.439354781764,D,yes,Cooperate,High,Good,450.0,1.4,2.5,2.9,3.9
50,17,female,24,0.673907376124,D,yes,Cooperate,High,Good,550.0,1.4,2.5,2.9,3.9
51,17,female,24,1.48584274345,C,yes,Cooperate,Low,Bad,650.0,1.4,2.5,2.9,3.9
52,17,female,24,1.00504872186,B,yes,Cooperate,Low,Good,750.0,1.4,2.5,2.9,3.9
53,17,female,24,0.716286772331,C,yes,Defect,Low,Bad,700.0,1.4,2.5,2.9,3.9
