,ID,Gender,Age,RT,BOT,PR,BR,Social_Rep,Prog_Beh,Score,A_rating,B_rating,C_rating,D_rating
0,5,male,21,4.00306797028,B,no,none,Low,Good,0.0,0.0,2.8,3.2,4.0
1,5,male,21,1.38575100899,C,yes,Defect,Low,Bad,-50.0,0.0,2.8,3.2,4.0
2,5,male,21,1.69381308556,C,yes,Cooperate,Low,Bad,50.0,0.0,2.8,3.2,4.0
3,5,male,21,2.08686590195,C,no,none,Low,Bad,50.0,0.0,2.8,3.2,4.0
4,5,male,21,1.07906389236,A,yes,Defect,High,Bad,0.0,0.0,2.8,3.2,4.0
5,5,male,21,1.09896993637,B,yes,Defect,Low,Good,-50.0,0.0,2.8,3.2,4.0
6,5,male,21,2.10641503334,B,yes,Cooperate,Low,Good,50.0,0.0,2.8,3.2,4.0
7,5,male,21,0.928050041199,C,yes,Cooperate,Low,Bad,150.0,0.0,2.8,3.2,4.0
8,5,male,21,2.36948204041,A,yes,Defect,High,Bad,100.0,0.0,2.8,3.2,4.0
9,5,male,21,2.25326299667,C,yes,Cooperate,Low,Bad,200.0,0.0,2.8,3.2,4.0
10,5,male,21,0.661542892456,C,yes,Defect,Low,Bad,150.0,0.0,2.8,3.2,4.0
11,5,male,21,3.78849196434,A,no,none,High,Bad,150.0,0.0,2.8,3.2,4.0
12,5,male,21,0.69705581665,A,no,none,High,Bad,150.0,0.0,2.8,3.2,4.0
13,5,male,21,0.747985839844,C,yes,Defect,Low,Bad,100.0,0.0,2.8,3.2,4.0
14,5,male,21,1.24884986877,A,no,none,High,Bad,100.0,0.0,2.8,3.2,4.0
15,5,male,21,2.89661693573,C,yes,Cooperate,Low,Bad,200.0,0.0,2.8,3.2,4.0
16,5,male,21,0.85129404068,C,yes,Defect,Low,Bad,150.0,0.0,2.8,3.2,4.0
17,5,male,21,0.903256177902,D,yes,Defect,High,Good,100.0,0.0,2.8,3.2,4.0
18,5,male,21,0.542298078537,D,yes,Cooperate,High,Good,200.0,0.0,2.8,3.2,4.0
19,5,male,21,2.14519190788,B,no,none,Low,Good,200.0,0.0,2.8,3.2,4.0
20,5,male,21,0.667317867279,D,yes,Cooperate,High,Good,300.0,0.0,2.8,3.2,4.0
21,5,male,21,0.980417013168,B,no,none,Low,Good,300.0,0.0,2.8,3.2,4.0
22,5,male,21,0.549087047577,D,yes,Cooperate,High,Good,400.0,0.0,2.8,3.2,4.0
23,5,male,21,1.1354701519,B,yes,Cooperate,Low,Good,500.0,0.0,2.8,3.2,4.0
24,5,male,21,1.06788802147,D,yes,Cooperate,High,Good,600.0,0.0,2.8,3.2,4.0
25,5,male,21,0.993611812592,B,yes,Cooperate,Low,Good,700.0,0.0,2.8,3.2,4.0
26,5,male,21,1.6277680397,C,yes,Defect,Low,Bad,650.0,0.0,2.8,3.2,4.0
27,5,male,21,0.975531101227,A,yes,Defect,High,Bad,600.0,0.0,2.8,3.2,4.0
28,5,male,21,0.633256912231,A,no,none,High,Bad,600.0,0.0,2.8,3.2,4.0
29,5,male,21,0.608436107635,A,no,none,High,Bad,600.0,0.0,2.8,3.2,4.0
30,5,male,21,0.490719079971,A,no,none,High,Bad,600.0,0.0,2.8,3.2,4.0
31,5,male,21,0.765362024307,C,yes,Defect,Low,Bad,550.0,0.0,2.8,3.2,4.0
32,5,male,21,0.761089086533,C,yes,Defect,Low,Bad,500.0,0.0,2.8,3.2,4.0
33,5,male,21,1.44147992134,D,yes,Defect,High,Good,450.0,0.0,2.8,3.2,4.0
34,5,male,21,1.5963139534,C,no,none,Low,Bad,450.0,0.0,2.8,3.2,4.0
35,5,male,21,2.42489385605,A,yes,Defect,High,Bad,400.0,0.0,2.8,3.2,4.0
36,5,male,21,1.25979304314,C,yes,Defect,Low,Bad,350.0,0.0,2.8,3.2,4.0
37,5,male,21,0.734728097916,D,yes,Cooperate,High,Good,450.0,0.0,2.8,3.2,4.0
38,5,male,21,1.12963604927,B,yes,Cooperate,Low,Good,550.0,0.0,2.8,3.2,4.0
39,5,male,21,0.676580190659,D,yes,Cooperate,High,Good,650.0,0.0,2.8,3.2,4.0
40,5,male,21,2.17160201073,B,yes,Cooperate,Low,Good,750.0,0.0,2.8,3.2,4.0
41,5,male,21,0.808208942413,A,yes,Defect,High,Bad,700.0,0.0,2.8,3.2,4.0
42,5,male,21,0.770210981369,C,yes,Cooperate,Low,Bad,800.0,0.0,2.8,3.2,4.0
43,5,male,21,0.836050033569,A,no,none,High,Bad,800.0,0.0,2.8,3.2,4.0
44,5,male,21,2.9838988781,A,no,none,High,Bad,800.0,0.0,2.8,3.2,4.0
45,5,male,21,0.708550930023,D,yes,Cooperate,High,Good,900.0,0.0,2.8,3.2,4.0
46,5,male,21,0.55609703064,D,yes,Defect,High,Good,850.0,0.0,2.8,3.2,4.0
47,5,male,21,1.13851308823,B,yes,Cooperate,Low,Good,950.0,0.0,2.8,3.2,4.0
48,5,male,21,1.22948408127,A,no,none,High,Bad,950.0,0.0,2.8,3.2,4.0
49,5,male,21,0.8143658638,B,yes,Cooperate,Low,Good,1050.0,0.0,2.8,3.2,4.0
50,5,male,21,1.54307699203,C,yes,Cooperate,Low,Bad,1150.0,0.0,2.8,3.2,4.0
51,5,male,21,1.77344584465,D,yes,Defect,High,Good,1100.0,0.0,2.8,3.2,4.0
52,5,male,21,1.13694190979,B,yes,Defect,Low,Good,1050.0,0.0,2.8,3.2,4.0
53,5,male,21,1.09733295441,A,no,none,High,Bad,1050.0,0.0,2.8,3.2,4.0
54,5,male,21,1.10027384758,B,yes,Cooperate,Low,Good,1150.0,0.0,2.8,3.2,4.0
55,5,male,21,2.5223531723,D,yes,Cooperate,High,Good,1250.0,0.0,2.8,3.2,4.0
56,5,male,21,0.719173908234,D,yes,Defect,High,Good,1200.0,0.0,2.8,3.2,4.0
57,5,male,21,0.921643018723,B,yes,Cooperate,Low,Good,1300.0,0.0,2.8,3.2,4.0
58,5,male,21,1.05737495422,C,yes,Defect,Low,Bad,1250.0,0.0,2.8,3.2,4.0
59,5,male,21,1.05307006836,C,yes,Defect,Low,Bad,1200.0,0.0,2.8,3.2,4.0
60,5,male,21,0.825443029404,A,no,none,High,Bad,1200.0,0.0,2.8,3.2,4.0
61,5,male,21,0.61338186264,A,no,none,High,Bad,1200.0,0.0,2.8,3.2,4.0
62,5,male,21,1.27823615074,D,yes,Cooperate,High,Good,1300.0,0.0,2.8,3.2,4.0
63,5,male,21,1.11257410049,B,yes,Defect,Low,Good,1250.0,0.0,2.8,3.2,4.0
64,5,male,21,0.856209039688,D,yes,Cooperate,High,Good,1350.0,0.0,2.8,3.2,4.0
65,5,male,21,0.732249975204,B,yes,Defect,Low,Good,1300.0,0.0,2.8,3.2,4.0
66,5,male,21,0.751900911331,A,no,none,High,Bad,1300.0,0.0,2.8,3.2,4.0
67,5,male,21,1.09180998802,B,yes,Cooperate,Low,Good,1400.0,0.0,2.8,3.2,4.0
